,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Distance,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Distance (km),Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
420,ELEC,IRVINE  CO  OFC,6531 Irvine Center Dr,"DBC 6531 ICD 01; Station is near the entrance of 6531 Irvine Center Drive
DBC 6531 ICD 02; Station is adjacent to the entrance of 6531 Irvine Center Drive",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.670466,-117.763816,2019-10-19,61501,0.49561,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.79761,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
421,ELEC,IRVINE  CO  OFC,6501 Irvine Center Dr,"DP 6501 ICD 01; Stations are in back of the 6501 Bldg.
DP 6501 ICD 02; Stations are at the back of the 6501 Bldg.
DP 6501 ICD 03; Stations are in back of the 6501 Bldg.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.670461,-117.765236,2019-10-19,117461,0.57554,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.92624,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
422,ELEC,IRVINE  CO  OFC,505 Technology Dr,"DP 505 TECH 01; Stations are in the back of the 505 Bldg.
DP 505 TECH 02; Stations are in the back of the 505 Building
DP 505 TECH 03; Stations are in the back of the 505 Building
DP 505 TECH 04; Stations are in the back of the 505 Building
DP 505 TECH 06
DP 505 TECH 07; Stations are in the back of the 505 Building",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6725187,-117.7580313,2019-10-19,120982,0.14407,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.23186,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
423,ELEC,IRVINE  CO  OFC,15271 Laguna Canyon Rd,DBC 15271 LCR 1; Station is on the North side of the 15271 LCR building.,Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6722516,-117.7617522,2019-10-19,63945,0.35674,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.57412,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
424,ELEC,IRVINE  CO  OFC,93232 Walnut Trail,DP 505 TECH 05; Stations are in the back of the 505 Building,Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6729875,-117.7571168,2019-10-19,120983,0.08665,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.13945,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
425,ELEC,IRVINE  CO  OFC,510 Technology,"THE QUAD 510 04; Stations are in front of the 510 Building.
THE QUAD 510 05; Stations are in front of the 510 Building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6732048,-117.7597065,2019-10-19,100051,0.22951,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.36936,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
426,ELEC,IRVINE  CO  OFC,Technology Dr,"THE QUAD 510 01; Left side of entrance to bldg 510
THE QUAD 510 02; Stations are in front of the 510 Building.
THE QUAD 510 03; Stations are in front of the 510 Building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6733347,-117.7598322,2019-10-19,100049,0.23492,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.37807,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
427,ELEC,GREAT PARK ICE,888 Ridge Valley,"GPI 1; Front of building East parking lot
GPI 2; Front of building East parking lot
GPI 3; Front of building East parking lot
GPI 4; Front of building Northeast parking lot
GPI 5; Front of building East parking lot
GPI 6; Front of building Northeast handicap
GPI 7; Front of building, Northeast handicap
GPI 8; Back side (West) of Ice Rinks parking lot
GPI 9; Back (West) side of Ice Rinks",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,18,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6772924,-117.7446341,2019-10-19,118679,0.67518,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.0866,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
428,ELEC,IRVINE  CO  OFC,15244 Sand Canyon Ave,"THE QUAD 520 02; Stations are in front of the 520 Building.
THE QUAD 520 03; Stations are in front of the 520 building
THE QUAD 520 04; To the left of the main entrance to building 520
THE QUAD 530 01; To the left of main entrance to building 530
THE QUAD 530 04; Stations are in front of the 530 Building.
THE QUAD 530 05; Accross from west entrance Bldg 530",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.672936,-117.762434,2019-10-19,100048,0.3848,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.61928,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
429,ELEC,IRVINE  CO  OFC,500 Technology,"THE QUAD 500 01; In front of the 500 Building.
THE QUAD 500 02; Stations are in front of the 500 Building.
THE QUAD 500 03; At left of entrance to bldg 500
THE QUAD 500 04; Stations are in front of the 500 Building.
THE QUAD 500 05; Stations are in front of the 500 Building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6742576,-117.7591139,2019-10-19,100031,0.17443,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.28072,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
430,ELEC,IRVINE  CO  OFC,520 Technology,"THE QUAD 520 01; Stations are in front of the 520 Building.
THE QUAD 520 05; Stations are in front of the 520 Building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6735974,-117.7613249,2019-10-19,100047,0.30892,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.49716,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
431,ELEC,CAPITAL GROUP,6455 Irvine Center Dr,"PS2 STATION 1; PRIVATE PROPERTY Bottom floor 
PS3; PRIVATE PROPERTY 
STATION 2; PRIVATE PROPERTY ",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.672022,-117.766343,2019-10-19,76150,0.61612,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.99155,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $1",,,,,,,,,
432,ELEC,IRVINE  CO  OFC,530 Technology,"THE QUAD 530 02; Stations are in front of the 530 Building.
THE QUAD 530 03; Stations are in front of the 530 Building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.674376,-117.760338,2019-10-19,100052,0.23655,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.38069,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
433,ELEC,CAPITAL GROUP,6490 Sand Canyon Ave,STATION 4; PRIVATE PROPERTY ,Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6735406,-117.7637646,2019-10-19,67042,0.43939,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.70713,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $1",,,,,,,,,
434,ELEC,IRVINE  CO  OFC,6410 Oak Canyon,"OCBC 6410 01; Stations are in back of the 6410 of building.
OCBC 6410 02; Stations are in back of the 6410 building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.676461,-117.768284,2019-10-19,82481,0.50203,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.80794,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
435,ELEC,UC IRVINE,Social Science Parking Structure University of California,"SSPS 3RD FLR 02; Social Science Parking Structure, third floor. Permit required.",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6474953,-117.8369141,2019-10-19,43203,4.8659,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.83091,,,,Public,,public,,,,,,,,,,"$2.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
436,ELEC,UC IRVINE,6452 Adobe Cir S,"LOT 1C 01; Station is in Lot 1C, this is the outdoor lot serving the Public Services Bld.",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6468935,-117.834435,2019-10-19,65072,4.76594,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.67004,,,,Public,,public,,,,,,,,,,"$2.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
437,ELEC,UC IRVINE,Social Sciences Parking Structure Third Floor,"SSPS 3RD FLR 01; Social Sciences Parking Structure, 3d Floor.",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6474856,-117.8369474,2019-10-19,65948,4.86789,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.83411,,,,Public,,public,,,,,,,,,,"$2.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
438,ELEC,UC IRVINE,415 E Peltason Dr,"LOT 16 MSTB 1-2; Stations are in Lot 16 near the E. Peltason  Dr. entrance, also near the MSTB bldg.
LOT 16 MSTB 3-4; Stations are in Lot 16 near the E. Peltason Dr entrance, also near the MSTB bldg.
LOT 16 MSTB 5-6; Stations are in Lot 16 near the E. Peltason Dr entrance, also near the MSTB bldg.",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.643204,-117.836173,2019-10-19,66593,4.98796,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,8.02734,,,,Public,,public,,,,,,,,,,"$2.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
439,ELEC,UC IRVINE,4302 Campus Dr,"SSPS 3RD FLR 03; These stations offer a Level 2 charge, they are on Level 3 of the SSPS.
SSPS 3RD FLR 04; These stations offer an L2 charge, and are on Level 3 of the SSPS.",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.647944,-117.837971,2019-10-19,75286,4.90262,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.89,,,,Public,,public,,,,,,,,,,"$2.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
440,ELEC,UC IRVINE,4502-4564 Campus Dr,"SSPS G FLR 01; -
SSPS G FLR 02
SSPS G FLR 03; -
SSPS G FLR 04; Pump2Plug Members Receive a 100% Discount on this station.
SSPS G FLR 05
SSPS G FLR 06; -
SSPS G FLR 07
SSPS G FLR 08
SSPS G FLR 09
SSPS G FLR 10
SSPS G FLR 11; Stations are on Level G
SSPS G FLR 12
SSPS G FLR 13
SSPS G FLR 14",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,28,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.647886,-117.833532,2019-10-19,79961,4.68586,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.54116,,,,Public,,public,,,,,,,,,,"$1.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
441,ELEC,UC IRVINE,4502 Campus Dr,"SSPS G FLR 15; Floor G stations
SSPS G FLR 16",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.647886,-117.833532,2019-10-19,79964,4.68586,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.54116,,,,Public,,public,,,,,,,,,,"$1.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
442,ELEC,UC IRVINE,East Campus Parking Structure,"ECPS LVL1 01; Stations are on Level 1.
ECPS LVL1 02; Stations are on Level 1.
ECPS LVL1 03; Stations are on Level 1.
ECPS LVL1 04; Stations are on Level 1.",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,7,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6448003,-117.8281586,2019-10-19,92422,4.54752,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.31852,,,,Public,,public,,,,,,,,,,"$2.5 per hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
443,ELEC,Office Building,18251 Michelson,,Irvine,CA,92612,,866-816-7584,E,,Public,Office business hours; for employee and guest use only,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,33.6590747980285,-117.802229111778,2018-05-03,94757,2.76484,2019-05-14 21:16:45 UTC,P,,,2014-04-30,,,,,J1772,US,4.44958,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
444,ELEC,IRVINE COMPANY,6460 Irvine Blvd,WOODBURY TC 03; Stations are adjacent to Chick-Fil-A.,Irvine,CA,92620,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6988017,-117.7406021,2019-10-19,143147,1.67859,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,2.70143,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
445,ELEC,Woodbury Town Center,6200 Irvine Blvd,,Irvine,CA,92620,,949-339-1033,E,,Public - Credit card at all times,24 hours daily,A M V,,,,,3,1,,Non-Networked,,GPS,33.698861,-117.740545,2019-03-07,117733,1.68342,2019-05-14 21:16:45 UTC,P,,,2019-01-01,,,,,CHADEMO J1772 J1772COMBO,US,2.7092,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,Level 2: $1 per hour; DC fast: $5 per hour,,,,,,,,,
446,ELEC,IRVINE COMPANY,6428 Irvine Blvd,"WOODBURY TC 01; Stations are Adjacent to Chick-Fil-A.
WOODBURY TC 02; Stations are adjacent to Chick-Fil-A.",Irvine,CA,92620,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.699182,-117.74007,2019-10-19,143146,1.71793,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,2.76474,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $1",,,,,,,,,
447,ELEC,SCCCA EVCHARGER,9 Truman St,"STATION 1; Parking Lot
STATION 2; Parking Lot",Irvine,CA,92620,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.696268,-117.767076,2019-10-19,121265,0.2634,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.4239,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour",,,,,,,,,
448,ELEC,Rancho San Joaquin Golf Course,18251 Michelson Ave,,Irvine,CA,92612,,866-816-7584,E,,Public,24 hours daily,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,33.6686331,-117.830179,2019-06-06,123186,3.82445,2019-06-06 17:52:59 UTC,P,,,2019-04-01,,,,,J1772,US,6.15486,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,
449,ELEC,Centerstone Plaza,4010 Barranca Parkway,,Irvine,CA,92604,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,33.6825175,-117.808359,2019-10-19,104013,2.26755,2019-10-19 09:08:01 UTC,,,,,,,,,J1772,US,3.64927,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,
450,ELEC,IRVINE  CO  OFC,440 Commerce,MPC 420 EXCH 02; Stations serve the 420 Exchange building.,Irvine,CA,92602,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.714096,-117.7830342,2019-10-19,92309,0.15479,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.24911,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
451,ELEC,IRVINE  CO  OFC,420 Exchange,"MPC 420 EXCH 01; Stations serve the 420 Exchange bldg.
MPC 420 EXCH 03; Stations serve the 420 Exchange Building.",Irvine,CA,92602,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.715609,-117.784158,2019-10-19,92308,0.18467,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.2972,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
452,ELEC,IRVINE  CO  OFC,350 Commerce,"MPC 350 COMM 01; Stations are adjacent to Cafe 350.
MPC 350 COMM 02; Stations are adjacent to Cafe 350.
MPC 350 COMM 03; Stations are adjacent to Cafe 350. ",Irvine,CA,92602,,888-758-4389,E,,Public,24 hours daily,,,,,,5,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.716988,-117.786253,2019-10-19,69903,0.18026,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.2901,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
453,ELEC,IRVINE  CO  OFC,3200 El Camino Real,"MPC 3200 ECR 01; Stations are on the South side of the 3200 El Camino Real Building
MPC 3200 ECR 02; Stations are on the South side of the 3200 El Camino Real building.",Irvine,CA,92602,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.719407,-117.789886,2019-10-19,70541,0.17543,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.28233,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
454,ELEC,LBA REALTY,3345 Michelson Dr,"PS5 STATION 1
PS5 STATION 2; 2nd floor",Irvine,CA,92612,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.670716,-117.840579,2019-10-19,80901,4.27752,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,6.884,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.75 per hour for the first 4 hours, and $3 per additional hour, minimum payment of $0.75",,,,,,,,,
455,ELEC,LBA REALTY,3323 Michelson Dr,"PS6 STATION 1; -
PS6 STATION 2; -
PS6 STATION 3; -
PS6 STATION 4; -",Irvine,CA,92612,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.670994,-117.841795,2019-10-19,63768,4.30741,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,6.9321,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.75 per hour for the first 4 hours, and $3 per additional hour, minimum payment of $0.75",,,,,,,,,
456,ELEC,The Market Place,13762 Jamboree Rd,Located by Edwards Cinema on West Dr,Tustin,CA,92602,,714-730-4124,E,,Public - Credit card at all times,24 hours daily,A M V,,,,,2,2,,Non-Networked,,GPS,33.723303,-117.789218,2019-03-07,50158,0.4072,2019-05-14 21:16:45 UTC,P,,,2017-04-28,,,,,CHADEMO J1772 J1772COMBO,US,0.65532,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_MALL,,,,,,,$1 per hour,,,,,,,,,
457,ELEC,LBA REALTY,3002 Dow Ave.,DOW BUSINESS,Tustin,CA,92780,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.7085543,-117.8051091,2019-10-19,71805,0.96118,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.54687,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.75 per hour for the first 2 hours, and $3 per additional hour, minimum payment of $0.75",,,,,,,,,
458,ELEC,LBA REALTY,3171 Michelson Dr,"PS3 STATION 4; Located on level B1 of the garage
PS3 STATION 5; Located on level 2 of the garage
PS3 STATION 6; Located on level 2 of the parking garage
PS3 STATION 7; Located on level 2 of the parking garage
PS3 STATION 8; Located on level 2 of the parking garage
PS3 STATION 9; Located on level 2 of the parking garage",Irvine,CA,92612,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.670944,-117.843829,2019-10-19,78938,4.3848,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.05665,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.75 per hour for the first 4 hours, and $3 per additional hour, minimum payment of $0.75",,,,,,,,,
459,ELEC,4 Park Plaza #2,4  Park Plaza,,Irvine,CA,92614,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,33.6778632804,-117.8368796376,2019-10-19,72789,3.7613,2019-10-19 09:50:21 UTC,,,,,,,,,J1772,US,6.05323,,,,Public,,public,,,,,,,,,,"$1.00 per hour the vehicle is connected to the charger, first 5 minutes free, minimum payment of $0.50",,,,,,,,,
460,ELEC,IRVINE  CO  OFC,4 Coronado,"4 PARK PLAZA 01
4 PARK PLAZA 02",Irvine,CA,92614,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6778084,-117.8369398,2019-10-19,85792,3.76643,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,6.06148,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
461,ELEC,4 Park Plaza #3,4  Park Plaza,,Irvine,CA,92614,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,33.6778853464,-117.8368933617,2019-10-19,72711,3.76063,2019-10-19 09:50:21 UTC,,,,,,,,,J1772,US,6.05215,,,,Public,,public,,,,,,,,,,"$1.00 per hour the vehicle is connected to the charger, first 5 minutes free, minimum payment of $0.50",,,,,,,,,
462,ELEC,4 Park Plaza #4,4  Park Plaza,,Irvine,CA,92614,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,33.67791,-117.836903,2019-10-19,72790,3.75967,2019-10-19 09:50:21 UTC,,,,,,,,,J1772,US,6.0506,,,,Public,,public,,,,,,,,,,"$1.00 per hour the vehicle is connected to the charger, first 5 minutes free, minimum payment of $0.50",,,,,,,,,
463,ELEC,JOHN HANCOCK,3151 Michelson Dr,"3161 EVSE 1; -
3161 EVSE 2; -
3161 EVSE 3; -
3161 EVSE 4; -
3161 EVSE 5; -
3161 EVSE 6; -
3161 EVSE 7; -
3161 EVSE 8; -",Irvine,CA,92612,,888-758-4389,E,,Public,24 hours daily,,,,,,16,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.670981,-117.843976,2019-10-19,98400,4.38823,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.06217,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $5 per additional hour, $0.25 per kWh",,,,,,,,,
464,ELEC,LBA REALTY,3101 Michelson Dr,"PS1 STATION 1; -
PS1 STATION 2; -
PS1 STATION 3; -",Irvine,CA,92612,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.671097,-117.844375,2019-10-19,64782,4.39672,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.07583,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.75 per hour for the first 4 hours, and $3 per additional hour, minimum payment of $0.75",,,,,,,,,
465,ELEC,IRVINE  CO  OFC,4 Park Plaza,"4 PARK PLAZA 03
4 PARK PLAZA 04
4 PARK PLAZA 05; Stations are in the 4 Park Plaza Parking Structure.",Irvine,CA,92614,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.678277,-117.837202,2019-10-19,85793,3.75113,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,6.03686,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
